tree_dbh,spc_latin,latitude,longitude
20,Pyrus calleryana,40.73931715,-73.70404073
26,Quercus palustris,40.61816973,-74.12352947
18,Quercus palustris,40.58173046,-74.09111539
30,Platanus x acerifolia,40.73381767,-73.77437086
8,Pyrus calleryana,40.66801892,-73.97854225
18,Acer platanoides,40.63244683,-74.02098262
5,Platanus x acerifolia,40.80706581,-73.88460683
40,Quercus palustris,40.71820813,-73.75514546
17,Platanus x acerifolia,40.71156039,-73.77431548
20,Acer platanoides,40.83502128,-73.83160073
13,Pyrus calleryana,40.77060329,-73.83161627
24,Platanus x acerifolia,40.79017413,-73.84872089
28,Platanus x acerifolia,40.76172941,-73.799142990000007
13,Pyrus calleryana,40.53768116,-74.17917952
21,Platanus x acerifolia,40.61157403,-74.16566393
25,Platanus x acerifolia,40.68539532,-73.99549703
27,Platanus x acerifolia,40.66452071,-73.89301809
24,Platanus x acerifolia,40.74132965,-73.80727637
4,Platanus x acerifolia,40.7636827,-73.91440523
30,Platanus x acerifolia,40.57555617,-74.10631241
7,Pyrus calleryana,40.53763152,-74.21818224
13,Acer platanoides,40.56949013,-74.11273836
25,Platanus x acerifolia,40.69429809,-73.94907449
26,Quercus palustris,40.71807785,-73.89415993
7,Pyrus calleryana,40.77648459,-73.84536575
9,Quercus palustris,40.8771003,-73.91783153
5,Quercus palustris,40.71913454,-73.95408624
8,Platanus x acerifolia,40.68856712,-73.74817451
16,Platanus x acerifolia,40.75590807,-73.87412336
12,Acer platanoides,40.83402364,-73.86429547
8,Quercus palustris,40.6325694,-73.9763635
14,Pyrus calleryana,40.59550217,-74.07200808
13,Platanus x acerifolia,40.64193312,-74.0125225
42,Platanus x acerifolia,40.76048434,-73.81438374
6,Pyrus calleryana,40.71862035,-73.83896098
6,Pyrus calleryana,40.54013304,-74.17360205
23,Quercus palustris,40.63057481,-73.88863494
44,Quercus palustris,40.75871584,-73.78569715
10,Platanus x acerifolia,40.78137681,-73.79229713
12,Quercus palustris,40.69235535,-73.92333284
19,Acer platanoides,40.67110944,-73.75203796
3,Quercus palustris,40.84786972,-73.91951335
8,Pyrus calleryana,40.55481486,-74.17330039
6,Platanus x acerifolia,40.64472585,-74.07721619
14,Acer platanoides,40.75124794,-73.70355837
28,Platanus x acerifolia,40.8299925,-73.85942535
5,Pyrus calleryana,40.85971526,-73.83005456
21,Platanus x acerifolia,40.77142776,-73.81669373
31,Quercus palustris,40.72842847,-73.95816909
20,Platanus x acerifolia,40.71248322,-73.94990079
13,Pyrus calleryana,40.55320115,-74.16947152
11,Acer platanoides,40.78164089,-73.80904254
11,Pyrus calleryana,40.53735808,-74.22174916
14,Acer platanoides,40.62683505,-74.01149689
12,Platanus x acerifolia,40.69678,-73.98847259
16,Platanus x acerifolia,40.74075414,-73.71853081
35,Platanus x acerifolia,40.62633551,-73.96356839
2,Quercus palustris,40.65585119,-73.92685086
15,Quercus palustris,40.70101989,-73.95547728
6,Pyrus calleryana,40.7686462,-73.82148694
6,Acer platanoides,40.74193297,-73.94164215
22,Platanus x acerifolia,40.631395499999996,-74.00111426
25,Platanus x acerifolia,40.72190672,-73.87550869
23,Quercus palustris,40.72816271,-73.87274693
6,Platanus x acerifolia,40.82936229,-73.91527934
5,Platanus x acerifolia,40.7221704,-73.98996615
2,Quercus palustris,40.64329006,-74.00591536
35,Platanus x acerifolia,40.76333259,-73.78390313
12,Pyrus calleryana,40.6344369,-74.0786602
11,Platanus x acerifolia,40.74659711,-73.917753630000007
21,Acer platanoides,40.57604445,-73.86234311
13,Quercus palustris,40.60951205,-73.99978477
8,Acer platanoides,40.75058706,-73.74733202
22,Platanus x acerifolia,40.60599981,-74.13521939
4,Acer platanoides,40.74945621,-73.74665665
5,Quercus palustris,40.68596923,-73.95965743
19,Quercus palustris,40.742031,-73.80568892
11,Quercus palustris,40.83208402,-73.85494903
26,Quercus palustris,40.75649792,-73.73713921
15,Platanus x acerifolia,40.68451022,-73.98466663
9,Pyrus calleryana,40.51847402,-74.20414268
27,Quercus palustris,40.74469565,-73.7762326
11,Pyrus calleryana,40.60957573,-73.74594644
10,Pyrus calleryana,40.62777553,-73.96980987
34,Platanus x acerifolia,40.63686341,-74.10287737
14,Platanus x acerifolia,40.65706973,-73.98190728
8,Pyrus calleryana,40.54914708,-74.18363849
10,Pyrus calleryana,40.74979682,-73.81090839
29,Platanus x acerifolia,40.61413659,-74.00327904
1,Acer platanoides,40.75326024,-73.76838916
8,Pyrus calleryana,40.58794096,-74.14786296
8,Pyrus calleryana,40.53880591,-74.14625537
26,Quercus palustris,40.76003732,-73.82411269
23,Platanus x acerifolia,40.76781434,-73.89334119
15,Quercus palustris,40.61483842,-73.96882483
33,Acer platanoides,40.68960792,-73.86441343
24,Acer platanoides,40.75570703,-73.73168642
28,Platanus x acerifolia,40.62185996,-73.99671632
8,Pyrus calleryana,40.79061007,-73.82683795
12,Acer platanoides,40.70828406,-73.91461291
7,Pyrus calleryana,40.72747584,-73.99248147
10,Acer platanoides,40.79112677,-73.79766849
38,Quercus palustris,40.64250365,-74.11167538
7,Acer platanoides,40.57153535,-74.12905776
30,Platanus x acerifolia,40.65982471,-73.89487545
25,Platanus x acerifolia,40.65489405,-73.97809934
17,Platanus x acerifolia,40.67433425,-73.94963688
8,Pyrus calleryana,40.82395797,-73.93875513
15,Quercus palustris,40.82615221,-73.87128769
27,Platanus x acerifolia,40.73188639,-73.90169384
36,Platanus x acerifolia,40.66149175,-73.91733939
13,Pyrus calleryana,40.60243511,-74.07350186
22,Platanus x acerifolia,40.74338015,-73.75283602
18,Platanus x acerifolia,40.66577871,-73.97764422
33,Platanus x acerifolia,40.70175956,-73.75852149
10,Pyrus calleryana,40.77989253,-73.96048128
10,Acer platanoides,40.63493792,-73.90755315
27,Platanus x acerifolia,40.64397804,-74.09970704
2,Quercus palustris,40.76059685,-73.87233539
8,Pyrus calleryana,40.5491727,-74.22150127
8,Pyrus calleryana,40.8421885,-73.823201890000007
20,Quercus palustris,40.66766471,-73.81203484
24,Quercus palustris,40.72849748,-73.87256987
4,Pyrus calleryana,40.62894373,-74.16135277
15,Pyrus calleryana,40.66236594,-73.77239409
7,Pyrus calleryana,40.85582153,-73.85421472
15,Quercus palustris,40.62035171,-74.15785426
6,Pyrus calleryana,40.68705855,-73.96319608
30,Platanus x acerifolia,40.6698859,-73.88415877
18,Acer platanoides,40.73939811,-73.86503261
30,Platanus x acerifolia,40.73075249,-73.7257567
15,Quercus palustris,40.72857374,-73.88839119
20,Platanus x acerifolia,40.6432397,-73.99979043
26,Platanus x acerifolia,40.59666398,-73.9459275
12,Pyrus calleryana,40.83322902,-73.89668593
14,Acer platanoides,40.65203935,-73.96124725
13,Pyrus calleryana,40.67958621,-73.96536156
26,Platanus x acerifolia,40.6933363,-73.73912105
9,Pyrus calleryana,40.73886578,-73.92641073
24,Quercus palustris,40.81832921,-73.86504149
15,Acer platanoides,40.61961919,-73.92884116
21,Quercus palustris,40.66733065,-73.8112996
21,Acer platanoides,40.7411216,-73.71929185
22,Platanus x acerifolia,40.63852586,-73.91787056
7,Quercus palustris,40.63902648,-74.10432318
10,Quercus palustris,40.77137753,-73.98811905
11,Pyrus calleryana,40.54247746,-74.19144854
9,Pyrus calleryana,40.68511093,-73.98443513
29,Quercus palustris,40.68926197,-73.82814647
25,Quercus palustris,40.9061791,-73.89634224
8,Pyrus calleryana,40.69779157,-73.72976644
9,Acer platanoides,40.8334378,-73.85043506
11,Pyrus calleryana,40.7008194,-73.95605168
16,Platanus x acerifolia,40.63975319,-74.01042421
8,Pyrus calleryana,40.75513774,-73.99826288
8,Pyrus calleryana,40.62950271,-74.15909456
37,Quercus palustris,40.67386787,-74.00479444
10,Acer platanoides,40.659549320000004,-73.95874392
16,Quercus palustris,40.78574766,-73.94907219
33,Platanus x acerifolia,40.68629292,-73.83275095
9,Acer platanoides,40.67693204,-73.98198117
13,Pyrus calleryana,40.89381335,-73.84789928
25,Platanus x acerifolia,40.64889372,-73.93485884
11,Pyrus calleryana,40.696451,-73.89331726
8,Quercus palustris,40.77663946,-73.98942126
27,Platanus x acerifolia,40.64187506,-74.00185759
18,Platanus x acerifolia,40.55425779,-74.16212298
5,Quercus palustris,40.61991732,-74.08360891
7,Acer platanoides,40.75417367,-73.89263062
27,Platanus x acerifolia,40.69088767,-73.84790204
5,Acer platanoides,40.53401837,-74.170561
10,Pyrus calleryana,40.73137278,-73.73802764
6,Pyrus calleryana,40.90213318,-73.90152915
13,Quercus palustris,40.74421095,-73.98029836
43,Quercus palustris,40.85723538,-73.8560683
5,Pyrus calleryana,40.54689988,-74.16820545
8,Pyrus calleryana,40.53995064,-74.16952865
9,Platanus x acerifolia,40.80329846,-73.96665039
14,Pyrus calleryana,40.54511558,-74.19939673
30,Quercus palustris,40.76448979,-73.81585593
31,Quercus palustris,40.5977151,-74.07676493
4,Pyrus calleryana,40.86933443,-73.89136567
8,Pyrus calleryana,40.61129488,-73.90498531
25,Platanus x acerifolia,40.6955079,-73.82104288
20,Quercus palustris,40.73076679,-73.91885932
9,Pyrus calleryana,40.71924105,-73.97689757
10,Acer platanoides,40.90896141,-73.90077022
3,Quercus palustris,40.76244291,-73.91605736
25,Platanus x acerifolia,40.63629207,-73.92605154
3,Quercus palustris,40.81125029,-73.8586185
21,Acer platanoides,40.61643436,-73.94601058
18,Quercus palustris,40.67253166,-73.98438773
29,Platanus x acerifolia,40.62246586,-74.00886501
21,Quercus palustris,40.73612622,-73.89059937
9,Pyrus calleryana,40.60666542,-74.13976577
16,Acer platanoides,40.66820734,-73.80257743
4,Pyrus calleryana,40.63426844,-74.03036607
9,Quercus palustris,40.6892844,-73.90554356
7,Acer platanoides,40.71315778,-73.91145229
4,Pyrus calleryana,40.84640736,-73.84474543
8,Pyrus calleryana,40.77862953,-73.95579017
30,Quercus palustris,40.79075524,-73.96520217
11,Pyrus calleryana,40.6266264,-74.07641492
9,Pyrus calleryana,40.83992248,-73.93578554
25,Quercus palustris,40.75868003,-73.77232716
16,Quercus palustris,40.67212298,-74.00299924
38,Platanus x acerifolia,40.62207585,-74.09265033
18,Quercus palustris,40.67029888,-73.79329605
35,Platanus x acerifolia,40.82982231,-73.95016281
2,Quercus palustris,40.6568582,-73.90290389
13,Acer platanoides,40.77527408,-73.90163522
5,Pyrus calleryana,40.7882403,-73.95154562
12,Acer platanoides,40.86406718,-73.84540718
3,Quercus palustris,40.53243386,-74.20724867
17,Quercus palustris,40.6139417,-74.09856368
11,Pyrus calleryana,40.53249266,-74.16086094
31,Quercus palustris,40.82616176,-73.94086318
7,Quercus palustris,40.76088894,-73.78705094
6,Pyrus calleryana,40.67466273,-74.01594993
31,Platanus x acerifolia,40.62472561,-74.03959879
5,Quercus palustris,40.65877479,-73.89446525
14,Acer platanoides,40.66171068,-73.73648897
7,Pyrus calleryana,40.72039165,-73.94574164
19,Quercus palustris,40.60114222,-74.12328862
4,Quercus palustris,40.77760405,-73.988885
24,Platanus x acerifolia,40.6390319,-73.88306756
2,Pyrus calleryana,40.50981672,-74.24358886
25,Platanus x acerifolia,40.58374056,-73.97325795
26,Platanus x acerifolia,40.61052814,-73.94855311
12,Platanus x acerifolia,40.73817811,-73.92722923
27,Platanus x acerifolia,40.72550143,-73.86724668
13,Pyrus calleryana,40.79376603,-73.84247118
21,Quercus palustris,40.72600284,-73.81596147
18,Platanus x acerifolia,40.64479566,-73.94403545
24,Platanus x acerifolia,40.73271739,-73.80315524
20,Platanus x acerifolia,40.71534215,-73.95028562
17,Platanus x acerifolia,40.81766481,-73.89552057
25,Platanus x acerifolia,40.72307284,-73.90486721
23,Platanus x acerifolia,40.63783674,-73.92218075
8,Pyrus calleryana,40.62354807,-74.13065042
8,Quercus palustris,40.82834172,-73.93930578
12,Pyrus calleryana,40.74212233,-73.8034137
5,Pyrus calleryana,40.75523232,-73.96756716
10,Quercus palustris,40.76880717,-73.752588
14,Quercus palustris,40.72669555,-73.94474411
25,Platanus x acerifolia,40.66477652,-73.92825372
15,Platanus x acerifolia,40.73527685,-73.82157463
9,Pyrus calleryana,40.85681226,-73.89716642
23,Platanus x acerifolia,40.7438793,-73.91754319
5,Pyrus calleryana,40.73075716,-73.91762635
15,Quercus palustris,40.68273635,-73.99249068
18,Platanus x acerifolia,40.74361619,-73.78339057
24,Quercus palustris,40.60886286,-74.11626549
29,Platanus x acerifolia,40.6784529,-73.98146817
9,Pyrus calleryana,40.73838813,-73.86154097
7,Pyrus calleryana,40.75447064,-73.77232797
35,Platanus x acerifolia,40.67460021,-73.76110716
8,Pyrus calleryana,40.72561311,-73.86422434
20,Platanus x acerifolia,40.70432818,-73.95341983
17,Pyrus calleryana,40.77539745,-73.95663211
18,Pyrus calleryana,40.71643198,-74.00963347
5,Pyrus calleryana,40.55496025,-74.20200117
7,Acer platanoides,40.61868445,-73.9638848
9,Acer platanoides,40.72368077,-73.73116003
7,Pyrus calleryana,40.7381684,-74.00464648
25,Quercus palustris,40.73483154,-73.81460098
19,Quercus palustris,40.85139355,-73.78573543
5,Quercus palustris,40.74964689,-73.86774075
5,Quercus palustris,40.75980517,-73.77636866
18,Quercus palustris,40.74566449,-73.77869756
16,Acer platanoides,40.86442609,-73.84525726
11,Platanus x acerifolia,40.77509711,-73.97944783
12,Acer platanoides,40.75672161,-73.81723352
12,Quercus palustris,40.57748881,-74.10689314
24,Platanus x acerifolia,40.75986278,-73.71965036
4,Platanus x acerifolia,40.59615336,-74.16584366
20,Quercus palustris,40.5955926,-74.15576809
25,Platanus x acerifolia,40.59761678,-74.08980145
28,Quercus palustris,40.75786228,-73.76395412
22,Platanus x acerifolia,40.67439474,-73.75701203
21,Quercus palustris,40.73088339,-73.73253885
26,Quercus palustris,40.72088886,-73.8186298
23,Acer platanoides,40.67726265,-73.82364111
16,Platanus x acerifolia,40.64776275,-73.96856967
6,Platanus x acerifolia,40.79378546,-73.94212976
12,Platanus x acerifolia,40.73826838,-73.74290128
5,Quercus palustris,40.68488427,-73.91244274
25,Platanus x acerifolia,40.75347118,-73.75236062
32,Platanus x acerifolia,40.72446848,-73.75837838
34,Platanus x acerifolia,40.59065222,-74.07831377
29,Platanus x acerifolia,40.70274694,-73.75100211
20,Platanus x acerifolia,40.63765785,-73.89111472
4,Platanus x acerifolia,40.83792588,-73.88890594
2,Quercus palustris,40.69698465,-73.90876426
12,Quercus palustris,40.8046167,-73.96797307
14,Pyrus calleryana,40.56148132,-74.10962729
20,Platanus x acerifolia,40.89497028,-73.84153046
21,Platanus x acerifolia,40.67215181,-73.94249419
14,Pyrus calleryana,40.64698296,-73.97625828
14,Acer platanoides,40.60016896,-73.99536759
20,Platanus x acerifolia,40.75666868,-73.88645545
2,Pyrus calleryana,40.55950229,-74.1306003
24,Platanus x acerifolia,40.76731425,-73.91669236
26,Platanus x acerifolia,40.62363741,-74.09094779
10,Acer platanoides,40.74077792,-73.81554741
3,Acer platanoides,40.75558116,-73.90341571
2,Quercus palustris,40.50508133,-74.25205447
6,Pyrus calleryana,40.70665224,-74.01670708
29,Platanus x acerifolia,40.55462786,-74.15936254
27,Quercus palustris,40.7096945,-73.81683803
21,Pyrus calleryana,40.73929625,-73.7041691
22,Acer platanoides,40.72923702,-73.74629276
34,Quercus palustris,40.63741806,-73.88586843
29,Platanus x acerifolia,40.75753227,-73.90881952
28,Quercus palustris,40.73472401,-73.81460595
24,Platanus x acerifolia,40.62802425,-74.1109424
8,Quercus palustris,40.72014025,-73.90822144
25,Platanus x acerifolia,40.83620813,-73.87708329
30,Platanus x acerifolia,40.74862054,-73.91578796
18,Pyrus calleryana,40.6268865,-73.98911742
7,Pyrus calleryana,40.59363335,-74.19127597
20,Platanus x acerifolia,40.68438212,-73.78814107
20,Platanus x acerifolia,40.78536753,-73.82296369
5,Pyrus calleryana,40.81055576,-73.88647972
37,Platanus x acerifolia,40.599195280000004,-73.98465132
20,Quercus palustris,40.663829,-73.98091761
22,Platanus x acerifolia,40.64455421,-73.88783477
15,Acer platanoides,40.69321878,-73.83954766
20,Platanus x acerifolia,40.63832132,-74.08450863
28,Platanus x acerifolia,40.6692656,-73.80479475
18,Platanus x acerifolia,40.57763707,-73.95597318
3,Pyrus calleryana,40.5415398,-74.16961541
15,Acer platanoides,40.662009,-73.9229251
18,Platanus x acerifolia,40.82984376,-73.84813247
3,Platanus x acerifolia,40.60902218,-73.92345253
24,Platanus x acerifolia,40.7353385,-73.75373988
13,Acer platanoides,40.73635942,-73.90367526
29,Acer platanoides,40.58543905,-74.0952298
18,Platanus x acerifolia,40.67029891,-73.98194511
33,Platanus x acerifolia,40.63379577,-74.02793169
34,Platanus x acerifolia,40.63353421,-74.0181267
4,Pyrus calleryana,40.72368067,-73.99467672
13,Quercus palustris,40.66600861,-73.88957684
6,Quercus palustris,40.70345876,-73.88439538
7,Pyrus calleryana,40.78392408,-73.94322952
18,Platanus x acerifolia,40.68830442,-73.9589098
10,Pyrus calleryana,40.82512545,-73.89576104
6,Pyrus calleryana,40.63104361,-74.14126049
10,Pyrus calleryana,40.54023371,-74.16906597
26,Platanus x acerifolia,40.74463791,-73.9005701
3,Pyrus calleryana,40.77526843,-73.7532073
18,Platanus x acerifolia,40.62875042,-74.11861637
26,Platanus x acerifolia,40.60973262,-73.90560444
6,Acer platanoides,40.61881037,-73.92750312
16,Platanus x acerifolia,40.75084259,-73.75465966
28,Quercus palustris,40.62032046,-73.98127089
36,Quercus palustris,40.68695113,-73.85352877
11,Pyrus calleryana,40.59410869,-74.08278546
31,Platanus x acerifolia,40.68253676,-73.87389904
34,Platanus x acerifolia,40.63837504,-73.99305035
12,Pyrus calleryana,40.508832,-74.22882517
24,Platanus x acerifolia,40.61502598,-73.99546713
25,Platanus x acerifolia,40.67403571,-73.74992769
10,Platanus x acerifolia,40.87125157,-73.86221129
14,Platanus x acerifolia,40.58636421,-73.81291734
15,Pyrus calleryana,40.58196035,-73.95394382
20,Acer platanoides,40.62732489,-73.97302047
16,Acer platanoides,40.55337987,-74.18374399
29,Platanus x acerifolia,40.75980564,-73.7198165
29,Platanus x acerifolia,40.60960019,-73.93500565
9,Pyrus calleryana,40.59492308,-74.07159411
28,Quercus palustris,40.6075208,-74.1511093
21,Quercus palustris,40.781923,-73.97532346
21,Platanus x acerifolia,40.73360536,-73.86009014
31,Quercus palustris,40.61730207,-74.10147367
6,Quercus palustris,40.83337622,-73.92037941
15,Acer platanoides,40.61019384,-74.13255134
14,Platanus x acerifolia,40.85748342,-73.8863666
15,Acer platanoides,40.74542508,-73.77066871
11,Pyrus calleryana,40.60299642,-73.9837205
25,Platanus x acerifolia,40.55398326,-74.13481102
37,Platanus x acerifolia,40.62708364,-74.15099769
31,Platanus x acerifolia,40.83902591,-73.82002267
40,Platanus x acerifolia,40.8507146,-73.86284642
11,Pyrus calleryana,40.86508751,-73.85095111
12,Quercus palustris,40.69828793,-73.98998842
7,Quercus palustris,40.83595135,-73.9294738
11,Quercus palustris,40.64729478,-73.92788893
11,Pyrus calleryana,40.59740853,-74.08783783
4,Platanus x acerifolia,40.81665916,-73.9447182
19,Pyrus calleryana,40.74503415,-73.70714132
14,Pyrus calleryana,40.62606675,-73.91106114
8,Acer platanoides,40.73370887,-73.79663602
11,Quercus palustris,40.75310067,-73.78149322
4,Platanus x acerifolia,40.79077931,-73.95058152
27,Platanus x acerifolia,40.6535673,-73.94221313
7,Pyrus calleryana,40.87209202,-73.84878287
29,Platanus x acerifolia,40.5957718,-73.94675762
11,Acer platanoides,40.73672519,-73.70913614
21,Platanus x acerifolia,40.61839045,-73.98139598
4,Quercus palustris,40.7632559,-73.90278736
3,Quercus palustris,40.60908802,-73.75320381
9,Quercus palustris,40.81088214,-73.94718023
8,Acer platanoides,40.54234292,-74.20290471
4,Quercus palustris,40.75643955,-73.85926251
4,Quercus palustris,40.78744421,-73.94968635
25,Platanus x acerifolia,40.71613522,-73.85459889
18,Quercus palustris,40.78679668,-73.80648854
24,Platanus x acerifolia,40.60740743,-73.97754367
9,Acer platanoides,40.70760084,-73.90627329
15,Platanus x acerifolia,40.76832798,-73.95304002
26,Platanus x acerifolia,40.76570691,-73.73582149
10,Acer platanoides,40.71540146,-73.89914028
30,Quercus palustris,40.79017946,-73.96562323
6,Pyrus calleryana,40.51655745,-74.20308651
13,Quercus palustris,40.7462206,-73.94961775
17,Platanus x acerifolia,40.71584305,-73.83341645
32,Platanus x acerifolia,40.76288159,-73.79095979
46,Quercus palustris,40.73301754,-73.82366772
13,Quercus palustris,40.61803468,-73.91538561
11,Quercus palustris,40.74864349,-73.86823035
43,Platanus x acerifolia,40.68780104,-73.8126054
9,Platanus x acerifolia,40.67185748,-73.89297223
7,Pyrus calleryana,40.52867725,-74.21706509
27,Platanus x acerifolia,40.6655271,-73.8440127
12,Pyrus calleryana,40.74724849,-73.74785067
19,Acer platanoides,40.76007578,-73.72337781
9,Quercus palustris,40.52137028,-74.18225218
21,Platanus x acerifolia,40.63027325,-73.92424737
16,Quercus palustris,40.59467483,-74.09351756
23,Platanus x acerifolia,40.75263425,-73.88003942
18,Platanus x acerifolia,40.82980413,-73.84751438
6,Pyrus calleryana,40.77016828,-73.95373982
27,Quercus palustris,40.72896689,-73.80136831
16,Platanus x acerifolia,40.77852816,-73.79393928
6,Platanus x acerifolia,40.60442024,-74.17029572
18,Quercus palustris,40.71855308,-73.88225546
10,Pyrus calleryana,40.53650006,-74.19701239
30,Quercus palustris,40.73926237,-73.82243967
16,Pyrus calleryana,40.72356537,-73.73546805
14,Pyrus calleryana,40.74601679,-73.86094369
35,Quercus palustris,40.77579482,-73.77358286
10,Pyrus calleryana,40.85011325,-73.88626949
10,Quercus palustris,40.81324894,-73.94904644
2,Pyrus calleryana,40.70109059,-73.73473058
41,Platanus x acerifolia,40.68949289,-73.80141877
21,Platanus x acerifolia,40.59365912,-74.08907912
29,Platanus x acerifolia,40.59152736,-73.95400315
36,Platanus x acerifolia,40.83246215,-73.92532202
12,Quercus palustris,40.69248517,-73.75957939
3,Pyrus calleryana,40.63821919,-74.11573875
11,Platanus x acerifolia,40.55778688,-74.15091585
16,Pyrus calleryana,40.69797482,-73.99512153
34,Platanus x acerifolia,40.70883361,-73.76885832
16,Quercus palustris,40.5398554,-74.17122029
9,Acer platanoides,40.74105561,-73.88720855
11,Quercus palustris,40.8142615,-73.95119345
10,Platanus x acerifolia,40.63345878,-73.97536663
5,Pyrus calleryana,40.68247638,-73.829679
10,Quercus palustris,40.77623539,-73.98756802
4,Quercus palustris,40.71942424,-73.81534053
5,Acer platanoides,40.60593086,-74.18086057
9,Pyrus calleryana,40.54326366,-74.16597185
25,Platanus x acerifolia,40.65571962,-73.93188204
8,Pyrus calleryana,40.5384557,-74.17195941
37,Platanus x acerifolia,40.75307419,-73.88024222
18,Platanus x acerifolia,40.69085134,-73.93369755
8,Acer platanoides,40.8800177,-73.88185944
11,Pyrus calleryana,40.86610278,-73.91836989
22,Platanus x acerifolia,40.85584172,-73.84381674
29,Quercus palustris,40.81772135,-73.81418753
30,Platanus x acerifolia,40.76102671,-73.79071356
16,Platanus x acerifolia,40.62673019,-73.94027681
4,Platanus x acerifolia,40.76290414,-73.81017863
5,Pyrus calleryana,40.54569521,-74.16463068
18,Platanus x acerifolia,40.7303269,-73.73848826
6,Pyrus calleryana,40.78952446,-73.82714778
19,Quercus palustris,40.71436764,-73.76645839
13,Quercus palustris,40.71608736,-73.77397347
14,Platanus x acerifolia,40.70758328,-73.90510089
23,Platanus x acerifolia,40.69425018,-73.99637888
8,Pyrus calleryana,40.52928257,-74.2046261
14,Quercus palustris,40.75430941,-73.79362746
15,Platanus x acerifolia,40.70108206,-73.83630292
28,Platanus x acerifolia,40.83191098,-73.86439647
20,Platanus x acerifolia,40.58464543,-73.97205552
12,Pyrus calleryana,40.58020465,-73.85348641
19,Pyrus calleryana,40.73887427,-73.70485101
20,Platanus x acerifolia,40.72547653,-73.80773406
13,Pyrus calleryana,40.8031683,-73.95045166
23,Platanus x acerifolia,40.70346297,-73.7649486
22,Platanus x acerifolia,40.7405288,-73.75484199
19,Quercus palustris,40.63437452,-73.94914999
13,Platanus x acerifolia,40.82026777,-73.95497409
28,Quercus palustris,40.73227128,-73.82366296
8,Pyrus calleryana,40.55549751,-74.13016386
38,Platanus x acerifolia,40.63920443,-74.10308771
6,Acer platanoides,40.65840493,-73.73465029
4,Pyrus calleryana,40.51822293,-74.2049277
20,Quercus palustris,40.62914193,-73.90002846
13,Platanus x acerifolia,40.60124819,-74.08682039
34,Quercus palustris,40.68574222,-73.76437095
7,Acer platanoides,40.64328734,-74.08502122
11,Quercus palustris,40.68036209,-73.75301906
34,Platanus x acerifolia,40.66743239,-73.95448438
31,Platanus x acerifolia,40.57804359,-74.11687748
21,Quercus palustris,40.63550871,-73.95067298
9,Pyrus calleryana,40.57507589,-74.13835764
30,Platanus x acerifolia,40.83907526,-73.8760521
7,Pyrus calleryana,40.71924135,-73.85037872
29,Platanus x acerifolia,40.70237965,-73.73619218
6,Pyrus calleryana,40.75395029,-73.98709843
24,Quercus palustris,40.67349616,-73.93379601
15,Pyrus calleryana,40.82284565,-73.82878811
17,Acer platanoides,40.62692884,-73.94974586
4,Platanus x acerifolia,40.70625298,-73.9159756
23,Acer platanoides,40.77353843,-73.77919399
18,Platanus x acerifolia,40.60367472,-74.08956512
13,Pyrus calleryana,40.75675332,-73.79384447
7,Pyrus calleryana,40.8637454,-73.84730225
20,Platanus x acerifolia,40.62133343,-73.90526653
4,Quercus palustris,40.64003925,-74.006369
19,Platanus x acerifolia,40.75079761,-73.7268013
18,Acer platanoides,40.74922517,-73.76963891
28,Quercus palustris,40.77269105,-73.81173881
30,Platanus x acerifolia,40.59726082,-73.95325792
12,Platanus x acerifolia,40.68179003,-73.99662717
6,Acer platanoides,40.62297086,-74.03220273
10,Acer platanoides,40.62118209,-73.90781632
6,Pyrus calleryana,40.77555438,-73.94822746
20,Platanus x acerifolia,40.7271198,-73.95060979
10,Pyrus calleryana,40.70163693,-73.9009523
11,Pyrus calleryana,40.50167644,-74.24048027
24,Platanus x acerifolia,40.68578015,-73.99643026
11,Quercus palustris,40.8597972,-73.85539326
27,Quercus palustris,40.73549299,-73.79065151
9,Quercus palustris,40.54884506,-74.17174803
9,Acer platanoides,40.67607868,-73.84684185
21,Platanus x acerifolia,40.85705182,-73.79037969
18,Platanus x acerifolia,40.65229952,-73.97902937
15,Platanus x acerifolia,40.69603799,-73.94055693
10,Pyrus calleryana,40.63973626,-74.16819537
14,Pyrus calleryana,40.72540517,-73.88023781
28,Platanus x acerifolia,40.70466517,-73.88880648
8,Pyrus calleryana,40.80151186,-73.95655952
6,Quercus palustris,40.73203708,-74.00882276
6,Platanus x acerifolia,40.56254958,-74.12595295
4,Pyrus calleryana,40.55170789,-74.14123229
23,Quercus palustris,40.79264251,-73.81776685
26,Quercus palustris,40.75153436,-73.80996053
6,Acer platanoides,40.68165083,-73.85922167
22,Platanus x acerifolia,40.61194571,-73.91252954
59,Platanus x acerifolia,40.60515498,-73.94132689
10,Pyrus calleryana,40.76901335,-73.95526579
18,Quercus palustris,40.74982931,-73.79316479
23,Platanus x acerifolia,40.64004875,-73.91342877
9,Platanus x acerifolia,40.7219182,-73.99117589
13,Quercus palustris,40.77831453,-73.89657784
10,Pyrus calleryana,40.62048447,-74.03747553
23,Platanus x acerifolia,40.70130479,-73.90258367
11,Pyrus calleryana,40.63286697,-74.16158998
26,Platanus x acerifolia,40.60730124,-73.91062582
12,Quercus palustris,40.73767321,-73.82513217
9,Quercus palustris,40.78245402,-73.97645277
3,Quercus palustris,40.85995025,-73.89955742
28,Platanus x acerifolia,40.64851985,-73.94734444
4,Quercus palustris,40.82672079,-73.87866867
23,Platanus x acerifolia,40.65489398,-73.75174525
