tree_dbh,spc_latin,latitude,longitude
6,Quercus palustris,40.63312075,-74.11346346
14,Pyrus calleryana,40.57089496,-74.13559816
4,Pyrus calleryana,40.70459995,-74.00680801
28,Platanus x acerifolia,40.61022827,-73.93506216
37,Platanus x acerifolia,40.61597174,-74.03557047
22,Acer platanoides,40.6370566,-73.91642294
26,Platanus x acerifolia,40.69182918,-73.73977354
7,Pyrus calleryana,40.65369193,-73.73822609
21,Platanus x acerifolia,40.62663052,-74.11989138
28,Acer platanoides,40.74081437,-73.76143854
32,Platanus x acerifolia,40.62680975,-73.96353211
4,Pyrus calleryana,40.52742677,-74.16330034
10,Platanus x acerifolia,40.87777503,-73.82340153
8,Quercus palustris,40.615055,-73.9874812
17,Acer platanoides,40.86988513,-73.86250615
29,Quercus palustris,40.73036389,-73.74540949
18,Platanus x acerifolia,40.73721736,-73.74528365
32,Platanus x acerifolia,40.69920612,-73.76719178
21,Quercus palustris,40.63795687,-73.90855318
16,Platanus x acerifolia,40.87146737,-73.86409868
11,Acer platanoides,40.88334766,-73.91413537
11,Quercus palustris,40.80763214,-73.85585981
14,Acer platanoides,40.78817685,-73.84280055
3,Quercus palustris,40.74267335,-73.81887203
5,Pyrus calleryana,40.680545,-73.88695737
29,Platanus x acerifolia,40.64481897,-73.90690501
7,Pyrus calleryana,40.60775044,-73.7489602
14,Acer platanoides,40.72917822,-73.90282056
5,Quercus palustris,40.63905275,-73.98228422
13,Pyrus calleryana,40.70422457,-73.7966575
24,Platanus x acerifolia,40.61267631,-73.92433164
28,Quercus palustris,40.79932098,-73.95895248
12,Acer platanoides,40.74708221,-73.74846201
10,Pyrus calleryana,40.55357701,-74.21101452
11,Acer platanoides,40.63701654,-73.93691367
4,Pyrus calleryana,40.79646444,-73.96996997
4,Platanus x acerifolia,40.73076966,-73.9834993
10,Quercus palustris,40.68468757,-73.90795364
23,Quercus palustris,40.61799772,-73.97716115
37,Quercus palustris,40.50863746,-74.24589383
14,Pyrus calleryana,40.70265886,-73.77193323
12,Acer platanoides,40.62960269,-73.89905724
22,Quercus palustris,40.68515372,-73.73010571
20,Quercus palustris,40.61962294,-74.14754066
10,Acer platanoides,40.71051984,-73.89956704
13,Acer platanoides,40.67618011,-73.96156379
14,Quercus palustris,40.78931602,-73.97573206
6,Quercus palustris,40.69374978,-73.99878829
14,Platanus x acerifolia,40.81258295,-73.94334477
7,Pyrus calleryana,40.52945544,-74.22021677
7,Pyrus calleryana,40.62532451,-74.088602
19,Platanus x acerifolia,40.77405249,-73.92140755
13,Quercus palustris,40.59751391,-74.13355341
7,Pyrus calleryana,40.86639627,-73.89010728
5,Platanus x acerifolia,40.64306987,-74.093277
4,Pyrus calleryana,40.73749459,-74.00785751
7,Pyrus calleryana,40.77035298,-73.95192924
8,Acer platanoides,40.84630195,-73.85617752
5,Pyrus calleryana,40.77022248,-73.95386872
11,Pyrus calleryana,40.61922153,-74.02805395
11,Quercus palustris,40.81587212,-73.88881782
31,Quercus palustris,40.72180224,-73.76026086
7,Pyrus calleryana,40.70089837,-73.88497377
14,Acer platanoides,40.68952623,-73.79341996
4,Quercus palustris,40.76158799,-73.76142512
22,Acer platanoides,40.75432615,-73.79456717
15,Platanus x acerifolia,40.68389553,-73.98516482
29,Quercus palustris,40.61925834,-73.91323528
7,Pyrus calleryana,40.55405645,-74.17404229
38,Quercus palustris,40.75658318,-73.81731498
15,Acer platanoides,40.70996144,-73.84391251
17,Quercus palustris,40.75560975,-73.73257834
10,Acer platanoides,40.69768664,-73.85150518
16,Quercus palustris,40.76019848,-73.77922849
16,Pyrus calleryana,40.50054363,-74.24022975
18,Platanus x acerifolia,40.66830562,-73.98811787
8,Pyrus calleryana,40.66757618,-73.75671195
24,Platanus x acerifolia,40.60839011,-73.92742996
7,Quercus palustris,40.6987457,-73.85265225
9,Acer platanoides,40.69618139,-73.76174303
13,Platanus x acerifolia,40.65918915,-73.95300474
27,Quercus palustris,40.7236216,-73.78217708
4,Platanus x acerifolia,40.66516506,-73.92482549
4,Platanus x acerifolia,40.71468971,-73.96100534
28,Platanus x acerifolia,40.69642027,-73.77193146
16,Quercus palustris,40.85299325,-73.93067679
12,Acer platanoides,40.57249746,-74.13459049
9,Quercus palustris,40.6797927,-73.73922612
6,Pyrus calleryana,40.6174431,-74.01766906
22,Platanus x acerifolia,40.86130239,-73.8619486
24,Platanus x acerifolia,40.56399329,-74.11970276
13,Quercus palustris,40.60136507,-73.73868743
5,Quercus palustris,40.82754648,-73.87804783
20,Acer platanoides,40.71855083,-73.89238219
11,Quercus palustris,40.73692624,-73.79111908
13,Acer platanoides,40.64416391,-73.90403834
13,Acer platanoides,40.6902801,-73.75557225
7,Pyrus calleryana,40.65330793,-73.74111372
4,Quercus palustris,40.61031252,-73.74977996
13,Pyrus calleryana,40.6745085,-73.78427802
6,Platanus x acerifolia,40.66570725,-73.91759237
20,Platanus x acerifolia,40.70369891,-74.01450781
25,Quercus palustris,40.68476964,-73.96263351
26,Quercus palustris,40.84146971,-73.83318687
7,Pyrus calleryana,40.83945427,-73.94153584
16,Acer platanoides,40.61051678,-74.12966223
27,Platanus x acerifolia,40.60823673,-73.97067968
19,Platanus x acerifolia,40.73050645,-73.82207686
9,Quercus palustris,40.76144525,-73.7855432
24,Platanus x acerifolia,40.62490351,-73.91105431
18,Quercus palustris,40.71348706,-73.95459538
3,Pyrus calleryana,40.57470663,-73.86014166
31,Quercus palustris,40.7023658,-73.85384202
8,Platanus x acerifolia,40.5126901,-74.25045417
8,Pyrus calleryana,40.72125201,-73.83753074
19,Platanus x acerifolia,40.61672519,-73.91286791
19,Pyrus calleryana,40.74427619,-73.92505812
14,Pyrus calleryana,40.54125222,-74.21769152
8,Quercus palustris,40.78947895,-73.9790472
11,Pyrus calleryana,40.55999116,-74.16255714
8,Pyrus calleryana,40.54981243,-74.18882244
39,Quercus palustris,40.69788444,-73.77018832
7,Quercus palustris,40.65229246,-73.95467046
11,Quercus palustris,40.66621447,-73.83916222
17,Platanus x acerifolia,40.71173718,-73.95018028
20,Platanus x acerifolia,40.60267566,-74.09737561
18,Quercus palustris,40.85256848,-73.86588254
35,Platanus x acerifolia,40.69930549,-73.76396271
14,Acer platanoides,40.72701525,-73.7373913
5,Quercus palustris,40.61697939,-73.98526141
28,Quercus palustris,40.70556894,-73.87662885
6,Pyrus calleryana,40.63998433,-74.16807349
22,Platanus x acerifolia,40.73299002,-73.85180477
16,Quercus palustris,40.76404797,-73.92770989
18,Pyrus calleryana,40.76781269,-73.96579432
19,Acer platanoides,40.7518872,-73.80601923
30,Platanus x acerifolia,40.66700005,-73.92946955
11,Platanus x acerifolia,40.6823528,-74.00019243
19,Quercus palustris,40.8177579,-73.91322648
17,Quercus palustris,40.721656,-73.78412204
16,Pyrus calleryana,40.63882009,-73.9756561
16,Quercus palustris,40.59634832,-73.9782665
5,Pyrus calleryana,40.54057678,-74.15357782
30,Platanus x acerifolia,40.66714315,-73.93258618
16,Platanus x acerifolia,40.57710309,-73.97056521
3,Quercus palustris,40.87328144,-73.83690478
25,Platanus x acerifolia,40.61146151,-73.91035199
18,Platanus x acerifolia,40.63300091,-73.90826509
6,Quercus palustris,40.52618007,-74.20201207
11,Quercus palustris,40.6556605,-73.98154864
24,Platanus x acerifolia,40.76641961,-73.90828022
7,Pyrus calleryana,40.55764907,-74.19632652
22,Acer platanoides,40.78201532,-73.80282794
7,Pyrus calleryana,40.54718549,-74.18162258
28,Quercus palustris,40.8420293,-73.85339875
19,Quercus palustris,40.7355355,-73.87266596
16,Platanus x acerifolia,40.71210723,-73.99231962
21,Platanus x acerifolia,40.56176315,-74.12856385
11,Pyrus calleryana,40.53899857,-74.20058273
18,Quercus palustris,40.54444914,-74.16552225
27,Platanus x acerifolia,40.6296978,-74.00616138
16,Pyrus calleryana,40.75728999,-73.86174715
26,Quercus palustris,40.75622045,-73.87405226
13,Pyrus calleryana,40.71452363,-73.95475364
26,Platanus x acerifolia,40.63177718,-74.10751658
27,Platanus x acerifolia,40.69701924,-73.84123216
3,Platanus x acerifolia,40.81864217,-73.94387616
6,Pyrus calleryana,40.5328951,-74.23937106
14,Pyrus calleryana,40.73652024,-74.00137323
6,Pyrus calleryana,40.79080616,-73.84350758
29,Platanus x acerifolia,40.61934256,-74.02668842
18,Acer platanoides,40.73843143,-73.718646
36,Platanus x acerifolia,40.77920874,-73.84694409
15,Quercus palustris,40.60829433,-73.98365846
30,Platanus x acerifolia,40.61025538,-73.94312014
10,Pyrus calleryana,40.79802345,-73.81724386
13,Pyrus calleryana,40.54592647,-74.19260136
14,Quercus palustris,40.64451122,-74.01851502
25,Platanus x acerifolia,40.60505338,-73.94349052
23,Platanus x acerifolia,40.63403669,-73.92371501
5,Acer platanoides,40.73133427,-73.75278534
15,Platanus x acerifolia,40.62182618,-73.92054111
16,Acer platanoides,40.68732504,-73.8313376
30,Platanus x acerifolia,40.69004948,-73.7761932
15,Platanus x acerifolia,40.68214002,-73.92584366
5,Pyrus calleryana,40.75146598,-73.9818646
20,Acer platanoides,40.75132341,-73.70527569
5,Pyrus calleryana,40.5423799,-74.17409709
11,Platanus x acerifolia,40.7197281,-73.9601206
15,Acer platanoides,40.7449298,-73.77350185
8,Pyrus calleryana,40.60313372,-74.08453661
17,Quercus palustris,40.68311973,-73.84567123
16,Pyrus calleryana,40.67048212,-73.97316069
22,Quercus palustris,40.61384335,-73.91832114
14,Pyrus calleryana,40.83971482,-73.82087944
2,Platanus x acerifolia,40.6375593,-74.01132373
14,Acer platanoides,40.75641933,-73.91893809
32,Quercus palustris,40.79499211,-73.80123908
27,Platanus x acerifolia,40.63511831,-74.00880725
4,Pyrus calleryana,40.60744934,-74.09095768
25,Platanus x acerifolia,40.69539367,-73.90790178
30,Acer platanoides,40.88351408,-73.86456322
8,Quercus palustris,40.62135777,-74.16405998
11,Acer platanoides,40.71259524,-73.85480196
24,Acer platanoides,40.75022166,-73.8131014
7,Pyrus calleryana,40.7242056,-73.87624985
13,Acer platanoides,40.73626566,-73.71091564
17,Quercus palustris,40.69918021,-73.96090941
15,Pyrus calleryana,40.60501402,-74.09563745
25,Quercus palustris,40.76749427,-73.74769792
15,Platanus x acerifolia,40.53823984,-74.19841924
9,Pyrus calleryana,40.85125089,-73.85976166
22,Quercus palustris,40.79326966,-73.84656886
11,Pyrus calleryana,40.56015226,-74.15186141
7,Pyrus calleryana,40.54018025,-74.17363109
5,Pyrus calleryana,40.69460756,-73.80983948
21,Platanus x acerifolia,40.61259878,-73.95377377
10,Acer platanoides,40.69780381,-73.94709709
8,Pyrus calleryana,40.70656938,-74.00670407
4,Quercus palustris,40.80317136,-73.9660887
14,Acer platanoides,40.59257589,-73.96513147
11,Acer platanoides,40.56222464,-74.15494521
3,Platanus x acerifolia,40.74197532,-73.78819034
31,Platanus x acerifolia,40.70445302,-73.88872007
12,Acer platanoides,40.74451406,-73.71997976
35,Platanus x acerifolia,40.67817632,-73.79277858
10,Quercus palustris,40.70255932,-73.92336445
16,Acer platanoides,40.71240814,-73.84685145
16,Quercus palustris,40.62317303,-74.12613436
16,Acer platanoides,40.70276714,-73.83955607
17,Platanus x acerifolia,40.60011227,-74.08890269
8,Quercus palustris,40.87083368,-73.88017235
39,Quercus palustris,40.71024301,-73.832623
16,Platanus x acerifolia,40.76335265,-73.91371134
23,Quercus palustris,40.5866756,-73.956063
3,Acer platanoides,40.54641706,-74.18552749
7,Pyrus calleryana,40.54817199,-74.20959427
14,Pyrus calleryana,40.73002317,-73.90197591
31,Quercus palustris,40.77270211,-73.81187669
28,Acer platanoides,40.68782163,-73.81186066
15,Pyrus calleryana,40.61640136,-74.1264866
25,Platanus x acerifolia,40.56625887,-74.12194865
7,Pyrus calleryana,40.53548321,-74.21009088
20,Acer platanoides,40.72625274,-73.78012134
30,Platanus x acerifolia,40.61100472,-74.00520618
30,Quercus palustris,40.52853949,-74.19033869
11,Pyrus calleryana,40.63796078,-73.96957468
14,Acer platanoides,40.68339523,-73.78324443
33,Quercus palustris,40.85803946,-73.86101192
2,Platanus x acerifolia,40.82165545,-73.94849426
20,Platanus x acerifolia,40.76403351,-73.81075144
32,Quercus palustris,40.74996265,-73.75281157
20,Quercus palustris,40.64023421,-74.00669213
32,Platanus x acerifolia,40.56152952,-74.12820074
12,Platanus x acerifolia,40.78851246,-73.97923572
25,Platanus x acerifolia,40.74484385,-73.7484659
4,Quercus palustris,40.77846719,-73.98838571
7,Acer platanoides,40.6030683,-73.76490923
3,Quercus palustris,40.71877357,-73.86377959
20,Acer platanoides,40.60705875,-73.9880569
8,Acer platanoides,40.72629063,-73.78741874
12,Acer platanoides,40.59645397,-74.07321064
5,Pyrus calleryana,40.88446285,-73.86545916
16,Platanus x acerifolia,40.73097064,-73.81920253
28,Platanus x acerifolia,40.85230085,-73.84964936
7,Platanus x acerifolia,40.71909675,-73.83805767
9,Quercus palustris,40.74398307,-73.94947981
18,Platanus x acerifolia,40.64081856,-73.94651581
17,Platanus x acerifolia,40.59854115,-73.75430063
23,Platanus x acerifolia,40.82560388,-73.82628164
17,Acer platanoides,40.75970128,-73.80602442
6,Pyrus calleryana,40.5512934,-74.13603982
22,Quercus palustris,40.66368241,-73.98083868
6,Pyrus calleryana,40.62013742,-73.90248278
5,Pyrus calleryana,40.72829611,-73.89106057
11,Pyrus calleryana,40.54523135,-74.16558292
4,Pyrus calleryana,40.52505734,-74.23579024
21,Quercus palustris,40.85811642,-73.85799254
10,Acer platanoides,40.53603107,-74.21148367
24,Platanus x acerifolia,40.71868845,-73.79200169
25,Quercus palustris,40.64036441,-74.01012982
29,Platanus x acerifolia,40.60505387,-73.94864786
26,Quercus palustris,40.71605861,-73.95755455
25,Platanus x acerifolia,40.77204891,-73.81970577
6,Pyrus calleryana,40.72822514,-74.00191971
11,Pyrus calleryana,40.67322009,-73.94761306
16,Acer platanoides,40.7257949,-73.80167851
11,Pyrus calleryana,40.74437994,-73.86573175
2,Quercus palustris,40.6035094,-74.00768493
20,Platanus x acerifolia,40.83965987,-73.85298489
16,Platanus x acerifolia,40.57498573,-73.85819896
9,Pyrus calleryana,40.74099468,-73.81691168
11,Quercus palustris,40.65237442,-73.73729979
3,Platanus x acerifolia,40.7307149,-73.98130272
8,Pyrus calleryana,40.53567792,-74.19731995
11,Platanus x acerifolia,40.74622639,-73.91627022
11,Platanus x acerifolia,40.74581429,-73.91101157
10,Pyrus calleryana,40.76838249,-73.87382329
9,Pyrus calleryana,40.82543032,-73.89286673
22,Platanus x acerifolia,40.90214155,-73.85477136
6,Acer platanoides,40.66017546,-73.90048956
6,Pyrus calleryana,40.76246208,-73.77160306
7,Quercus palustris,40.80682796,-73.93908883
30,Platanus x acerifolia,40.6031791,-73.94431312
21,Quercus palustris,40.77593086,-73.97601973
9,Acer platanoides,40.74722598,-73.78155926
17,Platanus x acerifolia,40.69472895,-73.9966508
9,Acer platanoides,40.55811309,-74.14074242
18,Acer platanoides,40.71136003,-73.90529217
8,Pyrus calleryana,40.71034606,-73.86698374
9,Pyrus calleryana,40.76706919,-73.80961582
22,Platanus x acerifolia,40.68877544,-73.99512763
6,Platanus x acerifolia,40.76680519,-73.91806307
22,Quercus palustris,40.75832325,-73.93845204
10,Acer platanoides,40.66426829,-73.74996361
11,Pyrus calleryana,40.52741847,-74.16549815
16,Platanus x acerifolia,40.66944506,-73.76399096
18,Acer platanoides,40.75088117,-73.70920887
27,Quercus palustris,40.72673077,-73.78135744
6,Pyrus calleryana,40.73396848,-73.77161665
3,Pyrus calleryana,40.76905653,-73.79858611
4,Quercus palustris,40.83551005,-73.94542747
24,Acer platanoides,40.70228871,-73.83198051
15,Platanus x acerifolia,40.72831804,-73.85701254
18,Platanus x acerifolia,40.60973411,-73.9963909
23,Acer platanoides,40.63766468,-74.11289151
10,Pyrus calleryana,40.52954652,-74.16491474
26,Quercus palustris,40.60916903,-73.9836994
12,Pyrus calleryana,40.65849589,-73.83096931
17,Acer platanoides,40.62503343,-74.01980897
18,Acer platanoides,40.60418958,-74.01712054
12,Quercus palustris,40.74139581,-73.8797009
19,Platanus x acerifolia,40.69439896,-73.99548928
18,Pyrus calleryana,40.59858457,-74.09752804
3,Quercus palustris,40.68040925,-73.86730823
11,Pyrus calleryana,40.71258198,-73.77261113
29,Platanus x acerifolia,40.58565382,-73.96918251
12,Quercus palustris,40.61635991,-74.16565412
25,Platanus x acerifolia,40.65607911,-73.91933392
23,Platanus x acerifolia,40.73243756,-73.84886911
15,Pyrus calleryana,40.73542337,-73.87350448
9,Platanus x acerifolia,40.77736059,-73.82693189
15,Pyrus calleryana,40.7264319,-73.79271334
8,Pyrus calleryana,40.75740251,-73.96944899
17,Platanus x acerifolia,40.67394616,-73.95991311
23,Platanus x acerifolia,40.83991213,-73.89004746
20,Platanus x acerifolia,40.72935175,-73.81815439
18,Pyrus calleryana,40.73666399,-73.8033905
9,Pyrus calleryana,40.79449364,-73.94160269
24,Acer platanoides,40.77067433,-73.79666794
28,Platanus x acerifolia,40.61320687,-73.94347275
36,Platanus x acerifolia,40.63104161,-74.01790592
9,Quercus palustris,40.64091039,-73.97301203
6,Acer platanoides,40.75077738,-73.89362041
3,Quercus palustris,40.85457006,-73.89919196
32,Platanus x acerifolia,40.60179894,-73.93930617
38,Platanus x acerifolia,40.70861061,-73.847631
23,Platanus x acerifolia,40.5768346,-74.10904223
31,Quercus palustris,40.89340832,-73.83711942
2,Quercus palustris,40.73417049,-73.95481326
21,Platanus x acerifolia,40.82192881,-73.85706087
17,Acer platanoides,40.63741731,-73.93651843
11,Quercus palustris,40.76507944,-73.99135959
11,Pyrus calleryana,40.62511909,-74.16700979
28,Platanus x acerifolia,40.59462305,-73.98093546
16,Platanus x acerifolia,40.72902078,-73.84947795
24,Platanus x acerifolia,40.8125066,-73.96377269
19,Platanus x acerifolia,40.63191468,-73.90664107
17,Quercus palustris,40.74078426,-73.88954767
2,Quercus palustris,40.72419113,-74.00794566
18,Quercus palustris,40.6247191,-74.16210299
15,Pyrus calleryana,40.75786628,-73.87909145
7,Pyrus calleryana,40.77524283,-73.95040244
6,Quercus palustris,40.74393753,-73.85174495
10,Pyrus calleryana,40.71931137,-73.94694931
30,Platanus x acerifolia,40.70595996,-73.7552849
9,Pyrus calleryana,40.6672842,-73.9424649
19,Platanus x acerifolia,40.55268532,-74.17971765
8,Pyrus calleryana,40.88965378,-73.85081621
14,Acer platanoides,40.73027846,-73.79956896
10,Pyrus calleryana,40.54451434,-74.21790539
29,Platanus x acerifolia,40.6143844,-74.00971539
23,Quercus palustris,40.63115962,-73.9483431
11,Acer platanoides,40.74010183,-73.7230341
3,Quercus palustris,40.58395276,-74.15363978
15,Acer platanoides,40.61619625,-73.95374834
2,Pyrus calleryana,40.67515799,-73.73797904
13,Platanus x acerifolia,40.63816624,-73.97574687
18,Platanus x acerifolia,40.60035664,-74.0766348
33,Quercus palustris,40.63571375,-74.09988588
6,Acer platanoides,40.60066503,-73.97442782
29,Platanus x acerifolia,40.62166176,-73.96554119
18,Platanus x acerifolia,40.6034588,-74.13652804
7,Pyrus calleryana,40.88175874,-73.87956501
15,Platanus x acerifolia,40.68001969,-73.77574145
20,Acer platanoides,40.71669975,-73.83293383
27,Platanus x acerifolia,40.82754898,-73.82583963
20,Platanus x acerifolia,40.68716407,-73.94277078
18,Platanus x acerifolia,40.89155843,-73.9122159
32,Quercus palustris,40.75054681,-73.75321164
29,Platanus x acerifolia,40.79422867,-73.82519247
12,Platanus x acerifolia,40.73605103,-73.85362223
4,Quercus palustris,40.59748125,-73.95513828
3,Platanus x acerifolia,40.62566451,-73.9672491
11,Pyrus calleryana,40.80652487,-73.94016269
5,Pyrus calleryana,40.52130906,-74.2102307
5,Pyrus calleryana,40.6289163,-74.16361925
19,Platanus x acerifolia,40.65734244,-73.95904134
8,Pyrus calleryana,40.7668704,-73.96913013
22,Platanus x acerifolia,40.58727175,-73.93736663
2,Platanus x acerifolia,40.85949406,-73.93069226
4,Pyrus calleryana,40.59626772,-74.09912937
8,Pyrus calleryana,40.5371689,-74.16073705
13,Acer platanoides,40.73560111,-73.70663471
13,Acer platanoides,40.63038959,-73.93254181
23,Platanus x acerifolia,40.62241504,-73.92152056
25,Acer platanoides,40.74908164,-73.90965553
29,Acer platanoides,40.64918102,-73.94394539
9,Pyrus calleryana,40.54458986,-74.21010253
41,Platanus x acerifolia,40.64178806,-73.97526994
4,Quercus palustris,40.68671294,-73.98030365
4,Acer platanoides,40.88828796,-73.86215726
32,Quercus palustris,40.59738857,-73.9571779
18,Platanus x acerifolia,40.7150421,-73.95435462
12,Pyrus calleryana,40.55275018,-74.17292969
27,Platanus x acerifolia,40.77744788,-73.9069666
16,Quercus palustris,40.64516404,-74.01788116
27,Platanus x acerifolia,40.63935555,-73.89073085
25,Quercus palustris,40.89850187,-73.86727604
10,Acer platanoides,40.72237589,-73.83855414
9,Acer platanoides,40.54695498,-74.20022161
3,Quercus palustris,40.65226508,-74.00848945
12,Pyrus calleryana,40.77644405,-73.94419885
6,Pyrus calleryana,40.88527699,-73.91524236
20,Acer platanoides,40.66854617,-73.78560895
15,Platanus x acerifolia,40.64900503,-74.00157937
18,Platanus x acerifolia,40.784075,-73.91381582
16,Pyrus calleryana,40.58220668,-74.08725327
34,Platanus x acerifolia,40.63111153,-74.0361692
7,Quercus palustris,40.61593968,-73.97909762
19,Platanus x acerifolia,40.66057183,-73.89097758
2,Quercus palustris,40.72089154,-73.85953802
14,Platanus x acerifolia,40.63472905,-74.01608732
12,Quercus palustris,40.72373104,-73.86273663
4,Platanus x acerifolia,40.74454841,-73.82609198
8,Pyrus calleryana,40.72361134,-73.86242694
3,Pyrus calleryana,40.78309367,-73.78345398
12,Pyrus calleryana,40.6954174,-73.79871109
35,Platanus x acerifolia,40.59624379,-73.95489744
8,Pyrus calleryana,40.61598953,-73.9357223
37,Platanus x acerifolia,40.57643513,-74.10687764
11,Quercus palustris,40.74479644,-73.98006276
33,Quercus palustris,40.69127993,-73.8427777
20,Platanus x acerifolia,40.77971168,-73.97385085
12,Acer platanoides,40.75833958,-73.79851082
31,Quercus palustris,40.78552765,-73.96902077
16,Acer platanoides,40.63122095,-74.03325093
8,Acer platanoides,40.71485184,-73.78830484
22,Platanus x acerifolia,40.69054829,-73.91758556
18,Quercus palustris,40.70118142,-73.89148268
14,Acer platanoides,40.84548756,-73.86084325
12,Acer platanoides,40.75860028,-73.85999987
19,Platanus x acerifolia,40.86551211,-73.84536081
6,Quercus palustris,40.79912375,-73.95905788
18,Pyrus calleryana,40.70756299,-73.90091996
5,Pyrus calleryana,40.74285198,-73.72005372
17,Pyrus calleryana,40.67937824,-73.97973188
26,Platanus x acerifolia,40.59658955,-73.94591337
5,Pyrus calleryana,40.8170304,-73.81913936
32,Platanus x acerifolia,40.75556917,-73.85975275
18,Acer platanoides,40.71021895,-73.91564605
4,Platanus x acerifolia,40.88678674,-73.84661513
5,Pyrus calleryana,40.68133056,-73.78300473
10,Pyrus calleryana,40.7243078,-73.74267521
10,Platanus x acerifolia,40.79018185,-73.94116133
23,Quercus palustris,40.64583285,-73.92018685
27,Quercus palustris,40.77346548,-73.78247212
4,Quercus palustris,40.76830711,-73.7845542
18,Quercus palustris,40.6640172,-73.85380706
9,Pyrus calleryana,40.61711861,-74.07821425
25,Quercus palustris,40.8834477,-73.88962736
12,Quercus palustris,40.72654044,-73.89412826
22,Platanus x acerifolia,40.74572039,-73.76918143
6,Quercus palustris,40.74379403,-73.95000769
9,Pyrus calleryana,40.75755418,-73.87631865
24,Platanus x acerifolia,40.75952244,-73.93337825
13,Platanus x acerifolia,40.7811939,-73.79226072
18,Platanus x acerifolia,40.62913214,-73.90249394
12,Pyrus calleryana,40.67403245,-73.91326876
35,Platanus x acerifolia,40.83271178,-73.91555496
7,Pyrus calleryana,40.67422823,-73.89264429
6,Pyrus calleryana,40.53501236,-74.19502128
15,Acer platanoides,40.6951548,-73.83424271
14,Platanus x acerifolia,40.65448218,-73.88631195
11,Pyrus calleryana,40.54060928,-74.21779071
27,Platanus x acerifolia,40.67607791,-73.73555907
4,Pyrus calleryana,40.56485351,-74.181834
17,Acer platanoides,40.7105106,-73.86645256
16,Platanus x acerifolia,40.67416575,-73.94852087
24,Quercus palustris,40.67752845,-73.91211013
21,Platanus x acerifolia,40.89965475,-73.84809114
8,Pyrus calleryana,40.79915768,-73.9688301
5,Quercus palustris,40.66795484,-73.90547801
9,Pyrus calleryana,40.52902317,-74.21105712
13,Pyrus calleryana,40.74052959,-74.00416968
15,Acer platanoides,40.67338054,-73.72857592
22,Platanus x acerifolia,40.64088871,-73.91682504
28,Platanus x acerifolia,40.64415408,-73.90525503
34,Platanus x acerifolia,40.62293871,-74.03248506
20,Platanus x acerifolia,40.57936124,-73.94102696
10,Pyrus calleryana,40.7680276,-73.88959844
20,Quercus palustris,40.62815754,-73.98388096
16,Platanus x acerifolia,40.85592006,-73.8513795
13,Platanus x acerifolia,40.73749694,-73.8567876
4,Pyrus calleryana,40.68765057,-73.97111421
11,Platanus x acerifolia,40.52509455,-74.18817225
6,Pyrus calleryana,40.53115379,-74.19220129
12,Pyrus calleryana,40.76329175,-73.83156092
2,Quercus palustris,40.80967729,-73.92881317
27,Platanus x acerifolia,40.69144917,-73.9932851
3,Pyrus calleryana,40.53725622,-74.14912589
11,Acer platanoides,40.6194876,-74.01514737
9,Pyrus calleryana,40.73102074,-73.95358831
17,Platanus x acerifolia,40.6444802,-73.98209925
30,Quercus palustris,40.68053584,-73.76681343
3,Pyrus calleryana,40.64800527,-73.9067953
14,Acer platanoides,40.56153542,-74.11967123
6,Quercus palustris,40.6625486,-73.92235456
6,Pyrus calleryana,40.67562743,-73.88466405
17,Platanus x acerifolia,40.87125975,-73.86261779
18,Quercus palustris,40.59196395,-74.08671773
12,Acer platanoides,40.72116616,-73.82219626
14,Platanus x acerifolia,40.64411461,-74.01463342
31,Platanus x acerifolia,40.67507234,-73.79895126
37,Quercus palustris,40.7676174,-73.7476614
11,Acer platanoides,40.67239616,-73.81248657
11,Platanus x acerifolia,40.74309069,-73.75056571
23,Acer platanoides,40.69011282,-73.72924995
19,Platanus x acerifolia,40.66836952,-73.84876676
32,Platanus x acerifolia,40.60230596,-73.9463109
11,Pyrus calleryana,40.7414687,-73.97791831
11,Platanus x acerifolia,40.55438721,-74.18157109
13,Pyrus calleryana,40.79488587,-73.94253688
12,Quercus palustris,40.76863114,-73.80656577
25,Quercus palustris,40.75554764,-73.87961893
26,Quercus palustris,40.66489088,-73.98606478
29,Platanus x acerifolia,40.61071963,-73.94258848
20,Platanus x acerifolia,40.60133603,-73.98221562
6,Pyrus calleryana,40.83319595,-73.91952151
20,Platanus x acerifolia,40.72838946,-73.89020099
30,Quercus palustris,40.60924038,-73.97011292
24,Platanus x acerifolia,40.60871434,-73.91277344
15,Acer platanoides,40.77575012,-73.77374588
16,Platanus x acerifolia,40.61408854,-73.93110635
11,Pyrus calleryana,40.8045212,-73.94001543
21,Platanus x acerifolia,40.63757582,-73.88978974
20,Quercus palustris,40.51511183,-74.24037109
15,Platanus x acerifolia,40.6217708,-73.91925589
7,Pyrus calleryana,40.51614483,-74.23615515
22,Platanus x acerifolia,40.76900872,-73.89997609
17,Acer platanoides,40.64035884,-73.89537544
3,Platanus x acerifolia,40.69347582,-73.95694289
24,Platanus x acerifolia,40.61146323,-73.90768898
14,Quercus palustris,40.6002517,-73.74460602
10,Pyrus calleryana,40.69747983,-73.88895922
5,Pyrus calleryana,40.76358092,-73.97520938
12,Acer platanoides,40.66780891,-73.82278999
33,Platanus x acerifolia,40.71265399,-73.77854125
15,Acer platanoides,40.77207465,-73.81302705
13,Acer platanoides,40.68850362,-73.72835709
6,Pyrus calleryana,40.546929660000004,-74.14492877
